INDEX	HIDE	ZORDER	SCALE	ROTATION	CLASS	TPRIORITY	SWALLOW	SYSLANGID	FSYLEID	FSIZE	COLOR-R	COLOR-G	COLOR-B	COLOR-ALPHA	FILE1	FILE2	FILE3	WIDTH	HEIGHT	ANCHOR-X	ANCHOR-Y	POS-X	POS-Y	IP5-POS-X	IP5-POS-Y	IPAD-POS-X	IPAD-POS-Y	ANDROID-POS-X	ANDROID-POS-Y	ANDROID16_10-POS-X	ANDROID16_10-POS-Y	SOUNDID	OTHERS	
17	0	4	1	0	CCLabelTTF	0	1	0	76	0	0	0	0	0	0	0	0	0	0	0.5	0.5	919	691	949	619	893	747	914.33	619	888.73	619	-1	右角色边等级	
18	0	4	1	0	CCLabelTTF	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0.5	0.5	828	691	858	619	802	747	823.33	619	797.73	619	-1	右角色昵称	
19	1	4	1	0	CCNode	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	778	598	808	526	752	654	773.33	526	747.73	526	-1	右组队头像坐标配置	
20	0	3	1	0	CCSprite	0	1	0	0	0	0	0	0	0	resource/image/newathleticsui/hongse_jindutiao_zd.png	0	0	0	0	1	0	930	652	960	580	904	708	925.33	580	899.73	580	-1	右角色血量背景	
21	0	4	1	0	CCLabelTTF	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0.5	0.5	788	660	818	588	762	716	783.33	588	757.73	588	-1	右角色血量数值	
22	0	3	1	0	CCSprite	0	1	0	0	0	0	0	0	0	resource/image/newathleticsui/lanse_jindutiao_zd.png	0	0	0	0	1	0	930	630	960	558	904	686	925.33	558	899.73	558	-1	右角色蓝量背景	
23	0	4	1	0	CCLabelTTF	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0.5	0.5	788	638	818	566	762	694	783.33	566	757.73	566	-1	右角色蓝量数值	
24	0	20	1	0	CCNode	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	NPC对话框层	
25	1	3	1	0	CCNode	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	35	0	35	0	35	0	35	0	35	0	-1	VIP跳过按钮左偏移配置	
26	1	15	1	0	CImMenuItemSprite	-10	1	0	0	0	0	0	0	0	resource/image/newathleticsui/cb_up.png	resource/image/newathleticsui/cb_down.png	0	0	0	0.5	0.5	439	68	495	70	444	68	460.33	70	434.73	70	-1	重播按钮	
27	0	15	1	0	CImMenuItemSprite	-10	1	0	0	0	0	0	0	0	resource/image/newathleticsui/kuaijin01_up.png	resource/image/newathleticsui/kuaijin01_down.png	0	0	0	0.5	0.5	512	68	568	70	517	68	533.33	70	507.73	70	-1	加速按钮	
28	1	15	1	0	CImMenuItemSprite	-10	1	0	0	0	0	0	0	0	resource/image/newathleticsui/duih_up.png	resource/image/newathleticsui/duih_down.png	0	0	0	0.5	0.5	585	68	641	70	590	68	606.33	70	580.73	70	-1	跳过按钮	
29	0	1	1	0	CCNode	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	276	157	306	136	250	200	271.33	136	245.73	136	-1	左角色战斗初始坐标	
30	1	1	1	0	CCNode	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	636	157	666	136	610	200	631.33	136	605.73	136	-1	左角色攻击位置坐标	
31	1	1	1	0	CCNode	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	800	157	830	136	774	200	795.33	136	769.73	136	-1	右角色战斗初始坐标	
32	1	1	1	0	CCNode	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	455	157	485	136	429	200	450.33	136	424.73	136	-1	右角色战斗位置坐标	
33	1	15	1	0	CPriorityLayerColor	-90	1	0	0	0	0	0	0	0	0	0	0	1024	768	0	0	0	0	0	0	0	0	0	0	0	0	-1	战斗触摸禁用层	
34	1	0	1	0	CCNode	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	73	189	73	189	73	189	73	189	73	189	-1	大小按钮伸缩的宽度	
35	1	0	1	0	CCNode	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	81	157	81	157	81	157	81	157	81	157	-1	大小按钮Y坐标	
36	1	0	1	0	CCNode	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0.5	0.5	16	266	16	266	16	266	16	266	16	266	-1	英雄名称标签	技能信息面板 
37	1	0	1	0	CCNode	0	1	0	3	0	0	0	0	0	0	0	0	3	0	0.5	0.5	16	242	16	242	16	242	16	242	16	242	-1	战力标签	
38	1	0	1	0	CCNode	0	1	0	12	0	0	0	0	0	0	0	0	12	0	0.5	0.5	60	244	60	244	60	244	60	244	60	244	-1	战力内容	
39	1	0	1	0	CCNode	0	1	0	106	0	0	0	0	0	0	0	0	106	0	0.5	0.5	16	208	16	208	16	208	16	208	16	208	-1	攻击标签	
40	1	0	1	0	CCNode	0	1	0	12	0	0	0	0	0	0	0	0	12	0	0.5	0.5	55	208	55	208	55	208	55	208	55	208	-1	攻击内容	
41	1	0	1	0	CCNode	0	1	0	106	0	0	0	0	0	0	0	0	106	0	0.5	0.5	16	184	16	184	16	184	16	184	16	184	-1	攻速标签	
42	1	0	1	0	CCNode	0	1	0	12	0	0	0	0	0	0	0	0	12	0	0.5	0.5	55	184	55	184	55	184	55	184	55	184	-1	攻速内容	
43	1	0	1	0	CCNode	0	1	0	106	0	0	0	0	0	0	0	0	106	0	0.5	0.5	15	160	15	160	15	160	15	160	15	160	-1	命中标签	
44	1	0	1	0	CCNode	0	1	0	12	0	0	0	0	0	0	0	0	12	0	0.5	0.5	55	160	55	160	55	160	55	160	55	160	-1	命中内容	
45	1	0	1	0	CCNode	0	1	0	106	0	0	0	0	0	0	0	0	106	0	0.5	0.5	102	160	102	160	102	160	102	160	102	160	-1	闪避标签	
46	1	0	1	0	CCNode	0	1	0	12	0	0	0	0	0	0	0	0	12	0	0.5	0.5	141	160	141	160	141	160	141	160	141	160	-1	闪避内容	
47	1	0	1	0	CCNode	0	1	0	106	0	0	0	0	0	0	0	0	106	0	0.5	0.5	16	136	16	136	16	136	16	136	16	136	-1	破甲标签	
48	1	0	1	0	CCNode	0	1	0	12	0	0	0	0	0	0	0	0	12	0	0.5	0.5	55	136	55	136	55	136	55	136	55	136	-1	破甲内容	
49	1	0	1	0	CCNode	0	1	0	106	0	0	0	0	0	0	0	0	106	0	0.5	0.5	102	136	102	136	102	136	102	136	102	136	-1	护甲标签	
50	1	0	1	0	CCNode	0	1	0	12	0	0	0	0	0	0	0	0	12	0	0.5	0.5	141	136	141	136	141	136	141	136	141	136	-1	护甲内容	
51	1	0	1	0	CCNode	0	1	0	106	0	0	0	0	0	0	0	0	106	0	0.5	0.5	16	112	16	112	16	112	16	112	16	112	-1	暴击标签	
52	1	0	1	0	CCNode	0	1	0	12	0	0	0	0	0	0	0	0	12	0	0.5	0.5	55	112	55	112	55	112	55	112	55	112	-1	暴击内容	
53	1	0	1	0	CCNode	0	1	0	106	0	0	0	0	0	0	0	0	106	0	0.5	0.5	102	112	102	112	102	112	102	112	102	112	-1	韧性标签	
54	1	0	1	0	CCNode	0	1	0	12	0	0	0	0	0	0	0	0	12	0	0.5	0.5	141	112	141	112	141	112	141	112	141	112	-1	韧性内容	
55	1	0	1	0	CCNode	0	1	0	0	0	0	0	0	0	0	0	0	41	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	-1	技能凹槽横向间隔	
56	1	0	0.55	0	CCNode	0	1	0	0	0	0	0	0	0	0	0	0	32.5	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	-1	起始技能偏移(相对左边) 技能缩放	
57	1	0	1	0	CCNode	0	1	0	0	0	0	0	0	0	0	0	0	73.5	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	-1	第一栏技能高度	
58	1	0	1	0	CCNode	0	1	0	0	0	0	0	0	0	0	0	0	32.5	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	-1	第二栏技能高度	
59	1	0	1	0	CCNode	0	1	0	0	0	0	0	0	0	0	0	0	1.5	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	-1	右技能面板相对左偏移值	
