langId	Text-cn
532	Hero Upgrade and Enhancement can increase rating.
533	Faith upgrade can increase rating.
534	Soul Refinement can increase rating.
535	Upgrade can increase rating.
536	Attribute Training can increase rating.
537	Improve
538	Unit Price:
539	Total Price:
540	You cannot change server if you're logged in as a visitor. Please bind your account first.
541	Exchange
542	Exchange
543	Multiple Exchange
544	Gold Exchange
545	Faith Exchange
546	Free X%d
547	Cost
548	Gain
549	Back
550	Through Soul Immolation, you can get hero upgrades and promotion items, and have a chance to summon more powerful Heroes!
551	Costs %d Soulstones
552	Can't be sold
553	Backpack Expansion Hint
554	Pay %d Diamonds to expand your inventory?
555	Increases Int by %d
556	Training
557	Enhancement
558	Please click the upgrade button in the lower left corner to increase Leadership.
559	Honor can increase Leadership, and Leadership increases a character's basic Attributes. Honor is mainly acquired from adventure level and the Tower.
560	Training Books can be purchased at the [Reputation Shop].
561	Go to the Colosseum.
562	Training Item:
563	Str Training
564	Agi Training
565	Str Training Book
566	Agi Training Book
567	Int Training Book
568	Int Training
569	Increases Str by %d
570	Increases Agi by %d
571	Tutorial
572	We suggest you go through the tutorial first.
573	Are you sure to end the tutorial?
574	Launch Limit
575	Sign-up Successful
576	Incomplete Parameters
577	User name already exists.
578	The first character of your user name must be a letter or number.
579	User name can only contain English letters, numbers or underscores.
580	Blocked word (illegal password)
581	Incomplete Parameters
582	The user doesn't exist.
583	Incorrect Password
584	Your current level:
585	You can become a VIP if you recharge Diamonds.
586	You will get the following benefits if you become a VIP:
587	Daily Challenge Chances
588	Current Instance Progress
589	Level Required:
590	Lv.%d is required to unlock the Secret Shop.
591	Lv.%d is required to unlock Hero Faith.
592	Are you sure to update the new patch?
593	A new version has been released. Please go to the shop to update your game.
594	Abnormal version. Please download your client again.
595	Lv.%d is required to unlock Soul Refinement.
596	Use Exchange 10 times in a row.
600	Number:
601	Quick Yell
602	Coming Soon
603	Item:
604	Hero:
605	Equipment:
606	+ %d
607	Please be patient!
608	You cannot private chat to yourself!
609	Please enter the player's name!
610	Please enter the words you want to say!
611	We are forming a party for %s. Join us now!
612	Lv: %d
613	Please select a type of reward:
614	Unlisted
615	Floor: %d
616	EXP rewarded on next floor:
617	Hint
618	You still have chances left, are you sure you want to reset your progress? (After resetting, you will start from the floor 30 floors beneath your current floor and your chances will be refreshed.)
619	Lv.%d Open
620	Hero Level: %d/%d
621	Reputation
622	Congratulations, you have completed the first level! Let's see what is in the chest.
623	Remember to check your new skills and equipment, they will help you greatly. I'll leave for now, and we will meet again when it is necessary.
624	Identity:
625	Work Time:
626	Gold Produced:
627	Free your friend to gain 20 Reputation.
628	Chances left today:
629	Chances left today:
630	Chances left today:
631	Chances left today:
632	Chances left today:
633	You have been kicked from the room!
634	s letter
635	You have used up today's chances. Please come again tomorrow.
636	You have used up today's chances. Please come again tomorrow.
637	You have used up today's chances. Please come again tomorrow.
638	You have used up today's chances. Please come again tomorrow.
639	You have used up today's chances. Please come again tomorrow.
640	You have just been captured as a Peon. Go and take a look!
641	Enter
642	Account Login
643	Price:
644	Download ZIP file.
645	Failed to download ZIP file.
646	Successfully downloaded ZIP file.
647	Invalid ZIP file.
648	Start Extraction 
649	Extraction Successful
650	Extraction Failed
651	Start File Verification
652	File Verification Successful
653	File Verification Failed
654	Files to update: %d/%d
655	You are free now!
656	Lv.%d
657	Please increase your [level] and [equipment level] first!
658	You were disconnected from the game. Reconnect now?
659	3 Star
660	%d Hours
661	%d Minutes
662	You don't have any upgrade materials left. You can get materials from adventures or by clicking the [Purchase Material] button to purchase them in the Shop.
663	Slavery Time Left:
664	Colosseum Ranking:
665	Click on a skill's icon to view the skill. When a skill gains the Specialization effect, there will be a golden border around it. Specialization increases the chance of a skill triggering during battle. Passive skills are not affected by Specialization.
666	There are 40 skills in the skill list, and they are divided into 10 categories. Your character gets one skill randomly every level, and gets one Specialization randomly every 10 levels.
667	The upper part is the skill list and the lower part houses the skill slots. Drag the skill icon into a skill slot below to equip the skill. The activation chance of a skill is not related to its position in the skill slots. 
668	You can improve your equipment in the Enhancement interface:<br>[Upgrade] Improve your equipment by devouring other equipment. The basic attributes of the equipment will increase after the upgrade.<br>[Promotion] Improve the bonus attributes of your equipment. The materials required may be obtained from elite levels.<br>[Refinement] Reset the bonus attributes of your equipment, including the types and the values.
669	1. On the left you'll find your character equipment slots, and on the right you can see your usable equipment. You can use the button beside each piece of equipment to equip it.<br>2. Characters have 8 equipment slots. Each slot corresponds to a certain type of equipment.<br>3. Equipment and Heroes are divided into 5 quality levels. The basic attributes of equipment will increase as its star level gets higher.<br>4. Each hero has different attribute growth and conversion rates. You need to select Heroes according to your own attributes. You can view More Info by clicking on an attribute.
670	1. You will get Prestige every time you obtain a new Hero. When you accumulate enough Prestige, your Leadership will automatically be increased.<br>2. Prestige is related to the number of activated Heroes in your Hero List.<br>3. Leadership influences the HP, MP and basic Atk of your Heroes in battle. Click the "View" button to check the current Leadership bonus.
671	His/Her Master:
672	His/Her Master's Fighting Capacity:
673	You can choose an opponent from a selection of 5 players and click the "Challenge" button to enter the battle. Click your opponent's portrait to view their information. Choose your opponent carefully, as your ranking will influence the rewards you get.
674	1. Daily challenges grant bonus chances. Ranking rewards will be issued at 20:00. Click the button to view details.<br>2. Ranking rewards are valid for 24 hours. If you haven't received your reward before 20:00 on the next day, it will be replaced with a new reward.
675	1. You can get Reputation rewards for a successful challenge. Even if you fail, you'll get a consolation prize.<br>2. You get 15 free chances every day. Remember to use up the bonus chances you purchase with Diamonds on the day.
676	Your party has been disbanded!
677	Log Off
678	Requires Lv.%d
679	Require VIP %d
680	This message contains an unopened attachment. Continue?
681	The account you want to bind cannot contain characters from this server.
682	Fighting Capacity
683	No target available! Go to the Colosseum to challenge other players!<br>Hint: You must be within 10 levels of the target and the target must have reached Lv27 to unlock the Peon function.
684	No friends have been captured! All of your friends are safe!
685	Your don't have many friends... Go to the Friend interface and make some new friends!
686	This is an item of high value. Are you sure you want to sell it?
687	These are the players who have taken your Peons or captured you. Fortunately, the list is still empty.
689	You have unlocked a new function building! Go and take a look!
690	1. Training Books can be purchased with Reputation. Use them to increase your training points and their corresponding attributes. <br>2. Enhancement can double attribute increases. Select the attribute you want enhance according to the specific Hero.
691	There are 3 types of Training Books, which can all be obtained from the Merchant, in exchange for Reputation. The main source of Reputation is the Colosseum.
692	1. Faith can be obtained through Prayer. You'll find your current Faith points here.<br>2. The Faith level cap is equal to the current character's level cap.<br>3. You can reset all of the points.
693	You can get Faith points via Prayer, and you'll get 5 free chances every day.
694	Detailed functions are listed below:<br>1. Capture: You can challenge players you defeat in the Colosseum or enemy players in the challenge interface, but your level difference cannot exceed 10 levels. If the challenge succeeds and your opponent is free, they will become your Peon; if he/she is a Peon owner, you can randomly obtain one of your opponent's Peons. 3. Every challenge costs one chance.<br>2. Interact: Captured Peons can work for you, and EXP generated from their work will be given to you when your Peons leave. You can also train your Peons to gain EXP. On top of this, you can pay Diamonds to immediately receive your Peons' work EXP for the whole day.<br>3. Liberation: If your friends have been captured, you can try to rescue them. You will get Reputation rewards if you successfully rescue your friends.
695	Detailed functions are listed below:<br>1. Revolt: You are a Peon now. However, you can rebel against your owner by force or by bribing the guard.<br>2. Interact: You can interact with your owner to get a small amount of EXP.<br>3. Call for Help: You can call for help if you have a powerful friend.
696	1. Instances are unlocked according to character level. The level of dropped equipment is related to the level of the instance.<br>2. You need to form a party of 3 players before starting the battle. You can also summon Peons or hire mercenaries to fight for you.
697	You can get high-quality equipment fragments from instances. Synthesize the equipment fragments in your Backpack to get high-quality equipment.
698	Quest Content
699	Quest Objective
700	Quest Reward
701	Go Now
702	Receive Reward
703	Gold +%d
704	EXP +%d
705	Consumed chances will not be returned after resetting. Continue?
706	No Material Cards available. You can get them from [Elite Levels] or via Immolation at the [Altar].
707	Change
708	Char. Info
709	More Info
710	Failed to connect to the server. Click to close the game.
711	Event 1
712	Event 2
713	Event 3
714	Event 4
715	Event 5
716	Event 6
717	Event 7
718	Event 8
719	Event 9
720	Event 10
721	Duel
722	Private Message
723	Add Friend
724	Delete
725	Str: %d
726	Agi: %d
727	Int: %d
728	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{255,255,102}" text=" HP :"></a> %d
729	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{255,255,102}" text=" MP :"></a> %d
730	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{255,255,102}" text="Atk:"></a> %d~%d
731	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{255,255,102}" text="AS:"></a> %d
732	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{204,153,102}" text="Armor"></a>  %d
733	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{204,153,102}" text="Dodge"></a>  %d
734	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{204,153,102}" text="Crit"></a>  %d
735	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{204,153,102}" text="AP"></a>  %d
736	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{204,153,102}" text="Hit"></a>  %d
737	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{204,153,102}" text="Ten"></a>  %d
738	Hero Level: %d
739	Leadership: %s Star Lv.%d
740	Honor: %d/%d
741	%d/%d
742	Challenge Adventure Level
743	Challenge the Ancient Ruins
744	Challenge the Tower
745	Your Leadership has increased to <a type="text" fontsize="22" fontname="ArialRoundedMTBold" fontcolor="{0,102,255}" text="%s Star Lv.%d"></a>.
746	Basic HP %d
747	Basic MP %d
748	Min Atk %d
749	Max Atk %d
750	Zero
751	One
752	Two
753	Three
754	Four
755	Five
756	Six
757	Seven
758	Eight
759	Nine
760	Ten
761	%s  <a type="text" fontsize="20" fontname="ArialRoundedMTBold" fontcolor="{169,217,89}" text="+%d"></a>
762	0
763	0
764	0
765	HP +%d
766	AS +%d
767	MP +%d
768	Immolation
769	Str Totem
770	Agi Totem
771	Int Totem
780	%s不足,使用%s可以增加%s你妹的，你妹的，你妹的
781	Available: %d times
782	Play something else
783	You don't have any usable equipment now. You can get new equipment via the following methods:
784	Insufficient %s
785	Stamina
786	Trial Chances
787	Arena Chances
788	Treasure Chances
789	Ancient Ruins Chances
790	Number of Heroes:
800	You can only challenge elite instance 5 times per day. However, you can spend Diamonds to increase your number of chances.
801	The captain can adjust the order of activated heroes in the instance.
802	Locked Attributes will not be refined.
803	Clear your Backpack and equipment slots before adventuring so you can carry more loot.
804	Click the button on the left side of the hero equipment interface to view current attributes.
805	Click the button on the right side of the hero list interface to view the Attribute conversion rate.
806	You can get additional rewards if you complete a level and get a 3 Star evaluation.
807	Every new Hero you get via summoning, promotion or by using items will increase your Prestige.
808	Prestige increases your Leadership!
809	Leadership determines the level of your hero in battle, and affects your basic HP, MP and Atk.
810	冒险推图战败时不消耗体力和挑战次数。
811	三星以上的装备不能作为升级材料。
812	Disenchant可以返还装备的升级经验和进阶消耗。
813	分解四星及以上的装备可以获得装备精华！
899	800-899之间，longding界面的tip显示，请勿占用， 如有添加tip 请在const表里更新当前tips总数
900	Colosseum
901	Challenge
902	Receive
903	Revenge
904	View
905	[Main]
906	[Daily]
907	Quest Content
908	Quest Reward
909	Receive Reward
910	You will get the following benefits after upgrading to VIP %d:
911	Your current level: VIP %d
912	You will be VIP %d if you recharge another %d Diamonds.
913	Daily Reward
914	Recharge Now
915	Quest completed. Please receive your reward.
916	Number of Peons: %d/%d
917	Gold Efficiency: %d%s
918	Name:
919	Time:
920	Total:
921	Start Collecting
922	Stop Collecting
923	Chances Left: %d
924	Take Mine
925	Mine Owner: %s
926	Fighting Capacity: %d
927	Challenge
928	Collect
929	Mine Friends: %d
930	%s is not your friend. You can challenge him/her to get treasure.
931	Add Friend
932	Raid
933	Expel
934	Purchase Treasure
935	You met %s (Fighting Capacity: %d) during a Treasure.
936	Say Hello
937	%d
938	is not mining.
939	Treasure
940	Capture
941	Interact
942	Liberate
943	Revolt
944	Call For Help
945	Defeated Opponent
946	Personal Enemy
947	Capture
948	Train
949	Exploit
950	Release
951	Liberate
952	Revolt
953	Bribe
954	Force Revolt
955	Bribe
956	My Master
957	Interact
958	Call For Help
959	Hero Manual
960	Display All Heroes
961	%s Star Lv.%d
962	Atk Growth
963	HP Growth
964	AS Growth
965	MP Growth
966	详<br><br>情
967	收<br><br>起
968	Promotion
969	<a type="text" fontsize="20" fontname="ArialRoundedMTBold" fontcolor="{255,192,0}" text="%d"></a> %s increases Atk by 1%%.
970	<a type="text" fontsize="20" fontname="ArialRoundedMTBold" fontcolor="{255,192,0}" text="%d"></a> Str increases HP by 1%%.
971	<a type="text" fontsize="20" fontname="ArialRoundedMTBold" fontcolor="{255,192,0}" text="%d"></a> Agi increases AS by 1%%.
972	<a type="text" fontsize="20" fontname="ArialRoundedMTBold" fontcolor="{255,192,0}" text="%d"></a> Int increases MP by 1%%.
973	Hero Level:
974	Account Center
975	Back to Login
976	Requirement
977	Can summon a hero up to %s Stars.
978	Hero List
979	Summon
980	Summon 10 times.
981	Prestige:
982	Hero Level:
983	Confirm
984	View
985	You already own this hero. It will be automatically converted into 
986	Str Totem
987	Agi Totem
988	Int Totem
989	Current: HP +%d
990	Next Level: HP +%d
991	Current: AS +%d
992	Next Level: AS +%d
993	Current: MP +%d
994	Next Level: MP +%d
995	Click on Soul Fragment to perform Immolation.
996	Cancel
997	You don't have a hero of this type. You can gain new heroes via summoning.
998	Equipment Level
999	No Servers
1001	-----【1001-1020】组队副本描述-------
1002	Welcome to the Ancient Ruins. You have to cooperate with other players to defend your base and destroy the enemy base. Come on, let's take their outer tower first!
1003	The Wilds is a place where amazing things happen. You never know what will happen next here. At the beginning of the game, killing some monsters in the Wilds is recommended. Why don't you start with the trolls?
1004	Oh no! You've been ganked by enemies in the Wilds!
1005	The enemy ganker is wandering around. Let's prepare an ambush for him!
1006	Enemy carry is not in lane. Let's search the Wilds.
1007	Enemy carry is not in the Gnoll nest. Let's move to the next area. 
1008	We've ganked the enemy carry. Now would be a good time to take their middle tower.
1009	Carry, clear the monsters and buy some new items. We shall prepare for Roshan.
1010	Oh, no. We were spotted. This is the moment that will determine the game!
1011	Good, we scored an ace! Let's take the high ground!
