ShapeId	展示缩放系数（*100）	骨骼文件	骨骼文件（非战斗过程）	贴图文件	特效骨骼文件(人前)	特效贴图文件	特效骨骼文件(人后)	特效贴图文件	动作表路径	特效ID	完成情况（备注，最后一列）	普攻类型	注释
222	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/anyemowang02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	暗夜魔王2
231	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/shenlingwushi.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	55	神灵武士
232	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/shenlingwushi02.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	55	神灵武士2
401	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/gangbeishou01.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	刚背兽
402	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/gangbeishou02.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	刚背兽2
411	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/quannengqishi01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	全能骑士
412	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/quannengqishi02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	全能骑士1
421	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/fuwang.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	49	斧王
422	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/fuwang01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	49	斧王1
601	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/bainiu01.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	58	灵魂行者
602	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/bainiu02.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	58	灵魂行者2
603	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/bainiu03.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	58	灵魂行者3
611	80	resource/spine/btbp1.json	resource/spine/btbp1-wt.json	resource/spine/handishenniu01.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	58	撼地神牛
612	80	resource/spine/btbp1.json	resource/spine/btbp1-wt.json	resource/spine/handishenniu02.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	58	撼地神牛1
613	80	resource/spine/btbp1.json	resource/spine/btbp1-wt.json	resource/spine/handishenniu03.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	58	撼地神牛2
621	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/liulangjianke01.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	49	流浪剑客
622	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/liulangjianke02.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	49	流浪剑客1
623	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/liulangjianke03.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	49	流浪剑客2
631	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/kulouwang01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	59	骷髅王
632	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/kulouwang02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	59	骷髅王1
633	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/kulouwang03.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	59	骷髅王2
801	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/langren01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	狼人
802	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/langren02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	狼人1
803	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/langren03.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	狼人2
811	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/chuanzhang01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	海军上将
812	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/chuanzhang02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	海军上将1
813	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/chuanzhang03.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	海军上将2
821	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/longqishi01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	59	龙骑士
822	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/longqishi02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	59	龙骑士1
823	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/longqishi03.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	59	龙骑士2
3001	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/sate01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	萨特地狱使者
3011	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/sate02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	萨特灵魂守卫
3021	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/jumozhanshi04.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	56	黑暗巨魔
3201	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/shangjin01.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	47	赏金猎人
3202	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/shangjin02.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	47	赏金猎人2
3211	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/xuemo01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	血魔1
3212	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/xuemo02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	血魔2
3221	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/xukongjiamian01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	0	46	电魂
3231	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/jumozhanjiang.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	56	巨魔战将
3232	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/jumozhanjiang02.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	56	巨魔战将2
3401	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/xukongjiamian01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	虚空假面
3402	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/xukongjiamian02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	虚空假面2
3411	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/shengtang01.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	圣堂刺客
3412	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/shengtang02.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	48	圣堂刺客1
3421	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/deluyi01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	德鲁伊
3422	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/deluyi02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	德鲁伊1
3431	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/huanyingcike01.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	幻影刺客
3432	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/huanyingcike02.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	幻影刺客1
3441	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/xiongzhanshi01.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	熊战士
3442	80	resource/spine/btbp.json	resource/spine/btbp-wt.json	resource/spine/xiongzhanshi02.atlas	resource/spine/tx-btbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-btbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	57	熊战士1
3601	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/fuchouzhihun01.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	复仇之魂
3602	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/fuchouzhihun02.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	复仇之魂1
3603	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/fuchouzhihun03.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	46	复仇之魂2
3611	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/huanyingchangmaoshou01.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	49	幻影长矛手
3612	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/huanyingchangmaoshou02.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	49	幻影长矛手1
3613	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/huanyingchangmaoshou03.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	49	幻影长矛手2
3621	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/heianyouxia01.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	50	黑暗游侠1
3622	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/heianyouxia02.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	50	黑暗游侠2
3623	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/heianyouxia03.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	50	黑暗游侠3
3631	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/yougui01.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	0	46	幽鬼
3632	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/yougui02.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	0	46	幽鬼1
3633	100	resource/spine/fnbp.json	resource/spine/fnbp-wt.json	resource/spine/yougui03.atlas	resource/spine/tx-fnbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-fnbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	0	46	幽鬼2
3801	100	resource/spine/nsbp1.json	resource/spine/nsbp1-wt.json	resource/spine/linghunshouwei01.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	47	灵魂守卫
3802	100	resource/spine/nsbp1.json	resource/spine/nsbp1-wt.json	resource/spine/linghunshouwei02.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	47	灵魂守卫1
3803	100	resource/spine/nsbp1.json	resource/spine/nsbp1-wt.json	resource/spine/linghunshouwei03.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	47	灵魂守卫2
3811	100	resource/spine/nsbp1.json	resource/spine/nsbp1-wt.json	resource/spine/difa01.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	47	敌法师
3812	100	resource/spine/nsbp1.json	resource/spine/nsbp1-wt.json	resource/spine/difa02.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	47	敌法师1
3813	100	resource/spine/nsbp1.json	resource/spine/nsbp1-wt.json	resource/spine/difa03.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	47	敌法师2
3821	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/jiansheng01.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	49	剑圣
3822	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/jiansheng02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	49	剑圣1
3823	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/jiansheng03.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	49	剑圣2
3831	80	resource/spine/spbp.json	resource/spine/spbp-wt.json	resource/spine/yingmo01.atlas	resource/spine/tx-spbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-spbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	影魔
3832	80	resource/spine/spbp.json	resource/spine/spbp-wt.json	resource/spine/yingmo02.atlas	resource/spine/tx-spbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-spbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	影魔1
3833	80	resource/spine/spbp.json	resource/spine/spbp-wt.json	resource/spine/yingmo03.atlas	resource/spine/tx-spbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-spbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	影魔2
6001	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/jinglingwushi.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	精灵巫师
6011	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/wanglingwushi.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	亡灵巫师
6021	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/jumofashi01.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	巨魔法师
6201	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/anyingemo.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	暗影恶魔
6202	100	resource/spine/nbbp.json	resource/spine/nbbp-wt.json	resource/spine/anyingemo02.atlas	resource/spine/tx-nbbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nbbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	暗影恶魔2
6211	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/heianxianzhe01.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	45	黑暗贤者1
6212	100	resource/spine/nsbp.json	resource/spine/nsbp-wt.json	resource/spine/heianxianzhe02.atlas	resource/spine/tx-nsbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-nsbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	45	黑暗贤者2
6221	100	resource/spine/trbp.json	resource/spine/trbp-wt.json	resource/spine/wuyi.atlas	resource/spine/tx-trbp-a.json	resource/spine/tx-a.atlas	resource/spine/tx-trbp-b.json	resource/spine/tx-b.atlas	resource/data/action_zhongzhuang.txt	-1	1	54	巫医
