langId	Text-cn
419	增加了新角色幻刺、卡12尔、船长升级、血精灵巫师、精灵巫师、黑暗巫师、亡灵巫师、大魔导师、沉默术师。可以到召唤祭坛去召唤这些新角色了。增加了辉耀、静电场、妖术技能特效，修改了淘汰之刃技能特效，增加了蓝心冰川场景特效、主场景建筑特效。修改了中女、中瘦、中壮的部分动作和bug。增加了灼神山场景。增加了断线重连、装备洗炼、属性训练、更新公告功能。替换了英雄强化和选择英雄新界面。修复了几个技能的bug。配置了角色、英雄、装备、技能、信仰、怪物数据表。
420	服务器发来消息啦~~
421	高级卡牌提示
422	确认要吞噬五星及以上品质的素材么?
423	今日爬塔次数：
424	是否要注销帐号？
425	属性训练说明
426	1. 通过使用训练之书可以提高属性技巧值
427	2. 属性技巧会按一定比例转化为属性值
428	3. 属性训练界面可以设置训练的主属性，主属性会有双倍的转化率
429	训练之书道具获得途径
430	1. 在角斗场商店用声望兑换
431	2. 在游戏商城购买
432	我的战力:
433	我的排名
434	我的声望
435	任务进度：
436	额外奖励
437	%d/%d
438	上次排名：
439	今日剩余挑战次数：
440	网络连接超时，请稍后再试
441	选择开始层数
442	1层
443	40层
444	80层
445	120层
446	160层
447	挑战成功将会获得大量经验，挑战过一定层数还可以在宝箱界面领取丰厚奖励。
448	当前层数：
449	累计获得经验：
450	下一阶段宝箱奖励：
451	钻石重置可以获得累计奖励
452	合成高星级装备需要消耗大量的试炼水晶。层数越高，收益会变多。
453	每日限售
454	爬塔次数提示
455	今天你没有次数啦~~
456	今天免费次数已用完，是否使用道具增加次数呢？
457	爬塔道具数量提示
458	道具不足，是否花费钻石直接进入？
459	排名奖励
460	%d声望
461	领取时间
462	排名:%d
463	战力:%d
464	Lv.%d
465	冷却时间:  
466	今日剩余次数: %d 
467	【%s】
468	刚刚
469	昨天
470	%d天前
471	你战败了!
472	你获胜了!
473	排名不变
474	排名降至%d
475	排名升至%d
476	挑战了你
477	%02d:%02d:%02d
478	你挑战了
479	加锁信息
480	已加锁数量已达到最大值
481	请选择通畅的服务器进行体验
482	服务器维护中请选择通畅服务器
483	请输入正确的账号密码
484	注册账号成功
485	注册失败请再次注册
486	两次输入的密码不正确
487	可以以游客身份快速进入游戏，以后再进行账号绑定操作
488	5-16位字母数字下划线
489	4-16位字符
490	请输入畅游通行证...
491	账号名为空
492	密码为空
493	确认密码为空
494	用户名长度非5-16位
495	密码长度非4-16位
496	情况紧急，现在我们马上出城到晴雪城去打探[上古神器]的情报！
497	这是一个崇尚力量的世界，这里也许会有你似曾相识的英雄，但一切似乎又很陌生，请相信自己！
498	在此之前你要不断的强大自己，从而去赢得所有人的尊敬！<br>在启程之前，我为你准备了一件【礼物】，快去看看吧！
499	嘿嘿，这把【武器】是不是很眼熟呢，虽然时间久了已经不够锋利，但对于新手来说，它已经足够了，快试试看吧！
500	嗯嗯，还是很称手的吧，接下来我们可以去试试看它的威力了。<br>出发吧，我的勇士！
501	点击界面右上方的【出城】开启第一次的征途吧！
502	这里就是我们目前所在的世界。<br>现在点击【晴雪城】图标开始战斗吧。
503	每前进一步都会遇到一个新的怪物，先迈出第一步吧！
504	我的勇士，第一次的感觉如何，相信你也发现获得了一个新的【技能】。<br>以后的每次升级都将获得一个技能，直到你拥有40个技能为止，我们去装备上它吧。
505	点开功能按钮，找到技能图标，点击并进入，另外头像左边的技能按钮也可以进入技能界面。
506	界面的上方是技能列表，下方是技能装备栏，请点住技能图标并拖动至下方的技能装备栏中。
507	很好，现在你的实力又有了长进，我再送你一件礼物，希望在接下去的旅途中对你有所帮助，快到背包里去看看吧！
508	等级礼包每10级都可以打开一次，千万别忘了哦，现在去挑战一下更强的对手吧！
509	通过冒险的挑战你的荣誉点已经可以升级统率力了，去英雄界面看看吧~
510	快速出城可以直接到达所挑战的关卡哦~
511	头像左边的【技能按钮】可以快速的调整技能，遇到困难时记得试一试~
512	嗯？得到了一个经验珠，我们去看看它有什么其他用处吧~
513	打开功能按钮后，找到【强化】图标，点击并进入。
514	原来是【装备升级】的材料，吞噬其他装备和经验珠可以提升装备的等级~
515	现在你的实力又有了增长，我们去看看【主线任务】有什么奖励吧。
516	恭喜你升到了10级，新功能【召唤祭坛】开启，我们去看看吧
517	恭喜你升到了20级，新功能【角斗场】开启，我们去看看吧。
518	恭喜你升到了27级，新功能【抓捕苦工】开启，我们去看看吧。
519	恭喜你升到了30级，新功能【远古遗迹】开启，我们去看看吧。
520	恭喜你升到了32级，新功能【神庙】开启，我们去看看吧。
521	恭喜你升到了40级，新功能【试炼塔】开启，我们去看看吧。
522	当不知道做什么的时候就来任务界面看看，完成任务的奖励是很丰厚的。
523	恭喜你升到了25级，【矿洞】里开启了【寻宝】功能，我们去看看吧。
524	恭喜你升到了37级，【矿洞】里开启了【金矿采集】功能，我们去看看吧。
525	综合战力：
526	英雄评分：
527	战力：
528	信仰评分：
529	炼魂评分：
530	装备评分：
531	属性训练评分：
532	英雄升级和强化可以提高评分
533	升级信仰可以提高评分
534	炼魂可以提高评分
535	装备升级可以提高评分
536	进行属性训练可以提高评分
537	去提升
538	单价：
539	总价：
540	小主您是游客登录不可以更换服务器，请绑定账号之后在更换
541	点金
542	点金
543	批量点金
544	金币点金
545	信仰点金
546	免费X%d
547	消耗
548	获得
549	返回
550	通过灵魂献祭可以获得英雄升级、进阶道具，还有一定机率召唤出强大的英雄!
551	消耗%d灵魂石
552	不可出售
553	背包扩展提示
554	花费%d钻石，扩展物品栏到此位置？
555	增加%d点智力
556	训练
557	强化
558	请点击左下角的升级按钮，提升人物的统率力等级~
559	荣誉点可以提升统率力等级，统率力等级会增加人物的基础属性，冒险关卡和试炼之塔是获得荣誉点的主要途径。
560	训练之书可在【声望商店】购买。
561	去角斗场
562	训练道具：
563	力量训练
564	敏捷训练
565	力量训练书
566	敏捷训练书
567	智力训练书
568	智力训练
569	增加%d点力量
570	增加%d点敏捷
571	新手引导
572	为了更好的体验游戏，建议您进入新手教程。
573	是否结束新手教程？
574	发动限制
575	注册成功
576	参数不完整
577	用户名已存在
578	用户名首字母必须为字母或数字
579	用户名只能使用英文字母或数字以及"_"
580	禁用词(密码不合法)
581	参数不完整
582	用户不存在
583	密码错误
584	您当前级别：
585	在充值    钻石，您将成为VIP
586	升级为VIP  ，您可以获得以下特权：
587	当日挑战次数
588	当前副本进度
589	需要等级：
590	开启秘宝商店需要%d级
591	开启英雄信仰需要%d级
592	是否需要更新数据包？
593	新版本已发布，请到商店进行更新
594	您的版本出现异常，请重新下载客户端
595	开启炼魂需要Lv.%d
596	连续点金10次
600	人数：
601	一键喊话
602	即将开启
603	物品:
604	英雄:
605	装备:
606	+ %d
607	操作过于频繁！
608	无法对自己进行私聊！
609	请输入对方名字！
610	请输入你要说的话！
611	组队副本之%s，稀缺席位，跪求大神！！！
612	Lv:%d
613	请选择一种奖励类型：
614	未上榜
615	层数:%d
616	下一层获得经验：
617	提示
618	目前仍有重试次数，确定要重置吗？（重置后下次爬塔将从当前关卡数减30层时开始，并补满重试次数）
619	%d级开放
620	英雄等级： %d/%d
621	声望
622	恭喜你完成了第一关的挑战，可以打开宝箱看看有什么奖励吧！
623	记得去看看获得的新技能和装备，它们对提升你的实力有很大帮助。我先暂时离开了，有需要的时候我会再次出现的。
624	身份:
625	干活时间:
626	产出金钱:
627	解救好友成功将获得20声望奖励
628	今日剩余抓捕次数:
629	今日剩余互动次数:
630	今日剩余解救次数:
631	今日剩余反抗次数:
632	今日剩余求救次数:
633	你已被房主踢出房间！
634	的来信
635	今日抓捕次数已用完，请明天再试吧。
636	今日互动次数已用完，请明天再试吧。
637	今日解救次数已用完，请明天再试吧。
638	今日反抗次数已用完，请明天再试吧。
639	今日求救次数已用完，请明天再试吧。
640	你刚刚被人抓捕成为苦工，快去看看吧。
641	进入游戏
642	帐号登录
643	价格:
644	下载Zip文件
645	下载ZIP文件失败
646	下载ZIP文件成功
647	ZIP文件无效
648	开始解压
649	解压成功
650	解压失败
651	开始认证文件
652	认证文件成功
653	认证文件失败
654	需更新的文件数： %d/%d
655	你已成为自由身！
656	Lv %d
657	提升一下【等级】和【装备等级】再来吧！
658	网络已断开，是否重新连线？
659	三星
660	%d 小时
661	%d 分钟
662	没有可吞噬的升级材料了，可通过冒险获得或点击下方的【购买材料】按钮跳转到商店购买。
663	剩余奴役时间:
664	角斗场排名:
665	技能图标可点击查看，技能获得专精效果时，图标周围会有金色边框，专精后效果可在技能描述中查看。
666	技能列表中共有40个技能，分为10系，人物20级前每2级获得一个随机技能，20级后每1级获得一个随机技能。人物每升10级随机获得一个专精效果。
667	上方是技能列表，下面是技能装备栏，点住技能列表中的技能并拖动至技能装备栏中即可装备技能，技能的触发概率和装备顺序无关。
668	在强化界面中你可以对装备进行能力上的提升，包括以下功能：<br>【装备升级】通过吞噬材料提升装备的等级，升级后装备的基础属性将得到增长。<br>【装备进阶】对装备的附加属性值进行提升，进阶消耗道具在神秘商店中大量出售。<br>【装备洗炼】对装备的附加属性进行重置，包括类型和数值，追求达到最优配置。<br>【装备分解】将装备进行分解获得装备强化和进阶消耗掉的道具，4星以上装备还可以获得装备精华。
669	1.界面左边是人物装备栏，右边是可以使用的装备，可以通过装备后面的装备按钮来进行装备的穿戴。<br>2.装备分为8个位置，对应的装备类型和属性不同。<br>3.装备和英雄分为5种品质，星级越高的装备基础属性也越高。<br>4.不同英雄的成长属性和转化率不同，要根据自身属性寻找适合自己的英雄，属性的影响点击详细信息可查看。
670	1.每当获得新英雄时都会提升气势，气势满了后自动提升统率力等级。<br>2.气势只和英雄列表的激活数量有关，和上阵英雄无关。<br>3.统率力等级影响出战英雄的HP,MP和基础攻击力。点击查看按钮可以查看当前统率力等级带来的加成。<br>4.护甲减免物理攻击和法术攻击；破甲增加物理攻击和法术攻击；闪避减免对方攻击命中率；命中增加命中率和有几率多重攻击；韧性减免暴击率并增加格档率；暴击增加暴击率并增加暴击伤害；
671	ta的主人:
672	ta主人战力:
673	可从5名选手中挑选对手，点击挑战按钮即进入战斗，点击头像可查看对手信息，挑选好对手有利于获得更好的排名，排名越高奖励越高。
674	1.每日挑战会获得次数奖励，20会对排名发放丰厚奖励，点击按钮即可查看。<br>2.排行榜奖励保留24小时，次日20点未领取会被新奖励覆盖，请大家注意时间。
675	1.挑战胜利后将获得声望奖励，失败后也会有一定奖励。<br>2.每天拥有免费的15次的挑战次数，第二天会刷新重置成15次。当天用钻石购买的额外次数记得当天用掉哦。
676	您所在队伍被队长解散！
677	注销
678	需要等级 %d
679	需要VIP %d
680	此邮件包含未领取的附件，确定要删除吗？
681	要绑定的账号上不能存在同服务器的角色
682	战力
683	当前无可抓捕的对象，快去角斗场挑战其他玩家吧。<br>温馨提示:被抓捕的玩家等级和自身等级差不能大于等于10级，且被抓捕玩家需要达到27级开启苦工功能。
684	当前没有好友被抓捕，您的好友都很安全。
685	您的朋友太少了，快去好友界面找个土豪做朋友吧。
686	此物品价值较高，确定出售吗？
687	此处显示的是抢夺你苦工或者抓捕过你的玩家，目前还没有，看来你运气不错。
689	你有新的功能建筑开启，快去看看吧。
690	1.通过声望兑换的训练书可以提高训练点数，训练点数提升后增加响应的属性。<br>2.强化可以使增加的属性翻倍，根据自身英雄合理的选择强化对象。
691	训练书分为三种，可以使用声望在神秘商人的声望商店中兑换。声望主要在角斗场中获得。
692	1.信仰点数可通过祈愿获得，此处显示当前所拥有的信仰点数。<br>2.信仰等级上限为当前人物等级上限。<br>3.可以通过重置清除之前的点数分配.
693	通过祈愿可以获得信仰点数，每天有5次的免费机会，请记得来哦。
694	当前页面具体功能如下：<br>1.抓捕苦工：你可以在该界面挑战角斗场中击败的玩家或者敌对玩家，不过你们之前的等级差要小于10。挑战成功后如果对方是自由身将会变成你的苦工；如果对方是苦工主，你将随机获得对方的一个苦工作为自己的苦工。3.挑战不论成功与否都将消耗一次当日挑战次数，请合理利用哦。<br>2.互动：抓捕的苦工会为你打工，打工产生的经验在苦工离开你时会获得。你也可以调教你的苦工获得经验。你也可以花费钻石把苦工一天的干活经验全部压榨完。<br>3.解救：如果你的好友被抓了，你也可以主动去解救他，解救成功的话会获得声望奖励哦，乐于助人是有回报的。
695	当前页面具体功能如下：<br>1.反抗：你已经成为了别人的苦工，想要逃脱的话可以武力反抗主人，如果实力不够可以花钱贿赂看守。<br>2.互动：成为苦工时你也可以和主人进行互动赚取少量经验。<br>3.求救：如果你有土豪朋友，记得找他们求救吧。
696	1.副本按人物等级开放，越高等级的副本产出的装备等级越高。<br>2.每层副本有3名怪物把守，需要3人组队才能开始战斗，队伍人数不足时，可以召唤苦工或雇佣佣兵为你战斗。
697	副本奖励高品质装备的碎片，在背包中进行装备碎片合成后将获得高品质的装备成品。
698	任务内容
699	任务目标
700	任务奖励
701	立即前往
702	领取奖励
703	金币+%d
704	经验+%d
705	重置当前战场的进度，但已消耗的场次不会返还，确认要重置吗？
706	没有可吞噬的素材卡了，可通过冒险【精英关】或在【召唤祭坛】献祭获得。
707	更换
708	人物信息
709	详细信息
710	网关服务器连接失败，点击确定关闭游戏
711	活动1
712	活动2
713	活动3
714	活动4
715	活动5
716	活动6
717	活动7
718	活动8
719	活动9
720	活动10
721	切磋
722	私信
723	加好友
724	刪除
725	力量：%d
726	敏捷：%d
727	智力：%d
728	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{255,255,102}" text=" HP :"></a> %d
729	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{255,255,102}" text=" MP :"></a> %d
730	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{255,255,102}" text="攻击:"></a> %d~%d
731	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{255,255,102}" text="攻速:"></a> %d
732	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{204,153,102}" text="护甲"></a>  %d
733	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{204,153,102}" text="闪避"></a>  %d
734	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{204,153,102}" text="暴击"></a>  %d
735	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{204,153,102}" text="破甲"></a>  %d
736	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{204,153,102}" text="命中"></a>  %d
737	<a type="text" fontsize="18" fontname="ArialRoundedMTBold" fontcolor="{204,153,102}" text="韧性"></a>  %d
738	英雄等级： %d
739	统 率 力： %s星%d阶
740	荣 誉 点： %d/%d
741	%d/%d
742	挑战冒险关卡
743	挑战远古遗迹
744	挑战试炼塔
745	你的统率力升级到了 <a type="text" fontsize="22" fontname="ArialRoundedMTBold" fontcolor="{0,102,255}" text="%d级"></a>
746	基础HP   %d
747	基础MP   %d
748	最小攻击 %d
749	最大攻击 %d
750	零
751	一
752	二
753	三
754	四
755	五
756	六
757	七
758	八
759	九
760	十
761	%s  <a type="text" fontsize="20" fontname="ArialRoundedMTBold" fontcolor="{169,217,89}" text="+%d"></a>
762	0
763	0
764	0
765	H P+%d
766	攻速+%d
767	M P+%d
768	献 祭
769	力量图腾
770	敏捷图腾
771	智力图腾
780	%s不足,使用%s可以增加%s你妹的，你妹的，你妹的
781	当前可购买次数：%d次
782	去玩别的
783	目前没有可更换的装备，可通过以下途径获取：
784	%s不足
785	体力
786	试炼次数
787	竞技次数
788	寻宝次数
789	遗迹次数
790	英雄数量：
800	精英副本每天只能挑战5次，但可通过花费钻石增加挑战次数。
801	在组队副本中，队长可调整出战顺序。
802	洗炼时被锁定的属性在未进行解锁操作时始终是锁定的。
803	冒险前清理下背包和装备栏，才能装下更多的战利品。
804	在英雄装备界面可点击左侧的详细信息按钮查看当前属性值。
805	在英雄列表界面可点击右侧的详情按钮查看具体的属性转化率。
806	三星通关的关卡可以领取额外奖励！
807	通过召唤、进阶或使用物品获得的每一个新英雄都会提高你的气势值。
808	获得高星级的英雄能够大幅提高统率力等级！
809	统率力等级决定了你出战英雄的等级，同时还会影响你的基础HP、MP和攻击力。
810	冒险推图战败时不消耗体力和挑战次数。
811	三星以上的装备不能作为升级材料。
812	装备分解可以返还装备的升级经验和进阶消耗。
813	分解四星及以上的装备可以获得装备精华！
899	800-899之间，longding界面的tip显示，请勿占用， 如有添加tip 请在const表里更新当前tips总数
900	角斗场
901	挑战
902	领取
903	复仇
904	查看
905	[主线]
906	[日常]
907	任务内容
908	任务奖励
909	领取奖励
910	升级为VIP%d,您可以获得以下特权项目:
911	您当前的级别:VIP%d
912	再充值%d钻石,您将成为VIP%d
913	每天奖励
914	立即充值
915	任务完成，请领取奖励!
916	苦工数量：%d/%d
917	金币效率：%d%s
918	名    字：
919	时    间：
920	累计获得：
921	开始采集
922	结束采集
923	剩余抢矿位次数：%d
924	抢矿位
925	矿主：%s
926	战力：%d
927	挑战
928	采集
929	采矿好友数：%d
930	%s不是你的好友你可以挑战他来获得宝藏。
931	加好友
932	抢夺
933	驱逐
934	购买宝物
935	寻宝过程中遇到%s(战力：%d)
936	打招呼
937	%d
938	不在采矿
939	矿洞寻宝
940	抓捕苦工
941	互 动
942	解 救
943	反 抗
944	求 救
945	手下败将
946	仇 人
947	抓捕
948	调教
949	压榨
950	释放
951	解救
952	武力反抗
953	收 买
954	反抗
955	收买
956	我的主人
957	互动
958	求救
959	英雄图鉴
960	显示全部英雄
961	%s星%d阶
962	攻击成长
963	HP成长
964	攻速成长
965	MP成长
966	详<br><br>情
967	收<br><br>起
968	进阶
969	<a type="text" fontsize="20" fontname="ArialRoundedMTBold" fontcolor="{255,192,0}" text="%d"></a>点%s增加1%%的攻击
970	<a type="text" fontsize="20" fontname="ArialRoundedMTBold" fontcolor="{255,192,0}" text="%d"></a>点力量增加1%%的HP
971	<a type="text" fontsize="20" fontname="ArialRoundedMTBold" fontcolor="{255,192,0}" text="%d"></a>点敏捷增加1%%的攻速
972	<a type="text" fontsize="20" fontname="ArialRoundedMTBold" fontcolor="{255,192,0}" text="%d"></a>点智力增加1%%的MP
973	英雄等级: 
974	帐号中心
975	返回登录
976	需要
977	最高可召唤%s星英雄
978	英雄列表
979	召唤
980	召唤10次
981	气    势:
982	英雄等级:
983	确  定
984	查  看
985	已拥有此英雄，自动转化为
986	力量图腾
987	敏捷图腾
988	智力图腾
989	当前级：H P+%d
990	下一级：H P+%d
991	当前级：攻速+%d
992	下一级：攻速+%d
993	当前级：M P+%d
994	下一级：M P+%d
995	点击魂碎片进行献祭
996	取  消
997	目前没有此类型的英雄,可通过英雄召唤获得。
998	装备等级
999	暂无服务器
1001	-----【1001-1020】组队副本描述-------
1002	欢迎来到远古遗迹，在这里，你需要与其他玩家合作，保卫自己的基地，推倒对面的基地。来吧，第一战，让我们把敌方外塔拿下!!
1003	野区是一个神奇的地方，在这里会发生什么，你永远想不到！前期，打野是一种不错的发育手段。先拿巨魔一家练练手吧!
1004	万万没想到，打野被对面英雄gank了！
1005	河道男正在河道游走，让我们来一场埋伏战！
1006	线上没有发现对面的后期英雄，我们去野区看看。
1007	豺狼人野区没有发现对面后期英雄，目标下一个野区。
1008	把对面后期英雄gank了，现在正是拿下中塔的时机。
1009	后期英雄把远古野收一下，出完装备准备打肉山。
1010	不好，偷肉山被发现了，这会是一个生死攸关的时刻！
1011	太好了，把队方团灭了，目标：上高地！
1012	快拆兵营，拆掉一个兵营就胜利一大半了！
1013	现在是去拆基地还是去虐泉呢？是个难题！
1109	-----【1109-1210】VIP特权描述-------
1110	每天可领取50000金币
1111	可以开启【VIP钻石袋】
1112	每天体力购买次数增加至4次
1113	每天矿洞寻宝购买次数增加至2次
1120	每天可领取100000金币
1121	每天高级野区点金次数增加至10次
1122	每天角斗场购买次数增加至10次
1123	每天可用钻石清除精英关卡挑战次数
1124	可以使用冒险关卡【扫荡】功能
1125	包含VIP1所有特权
1130	每天可领取150000金币
1131	每天体力购买次数增加至6次
1132	每天矿洞寻宝购买次数增加至4次
1133	开启第六个技能格
